,TimeDiff,tweet_1st,tweet_2nd,Label
11270,126.94333333333331,7.704872,3.5484834,1
11283,126.5375,8.48144,3.6471891,1
11294,126.30111111111113,8.770209,6.358885,1
11295,126.20055555555555,4.449292,3.4497197,0
11302,125.95277777777778,8.20754,6.9747114,1
11324,125.53027777777778,9.8255825,4.073113,1
11328,125.47111111111111,8.729406,2.850707,1
11359,124.85777777777778,7.85228,3.569617,0
11378,124.65555555555557,6.433365,3.0760438,0
11445,123.69194444444445,7.6480126,1.1673056,0
11463,123.43444444444444,8.55703,2.388722,1
11464,123.42194444444443,10.088575,-0.18459503,0
11506,122.88083333333331,10.009341,0.120748214,1
11551,122.35194444444444,10.032741,0.2499753,1
11563,122.20694444444445,7.5735097,3.3294396,0
11581,122.06333333333332,5.885118,1.8274579,0
11722,121.20694444444445,8.618736,2.8350556,1
11724,121.1986111111111,9.4086485,3.5055876,0
11734,121.09277777777778,10.039324,0.09733543,0
11786,120.67777777777778,6.6862245,5.921424,0
11809,120.54888888888888,8.573208,2.7118542,0
11976,119.38888888888889,8.939976,3.2485778,1
12079,118.96027777777778,8.440645,3.0621996,0
12084,118.94388888888888,8.7589035,6.840486,0
12118,118.84166666666668,8.345586,2.9481025,1
12258,118.36611111111112,7.745878,3.5092793,0
12263,118.35388888888887,6.481403,3.2803788,1
12280,118.3013888888889,9.460493,3.418897,0
12302,118.245,9.880608,0.53960365,1
12382,117.99805555555557,8.493853,1.837222,1
12414,117.915,9.638584,2.8809395,1
12468,117.75,6.3181305,3.0786555,0
12534,117.54638888888888,8.942505,5.9838486,1
12632,117.26611111111112,6.5803895,3.199693,0
12871,116.37805555555556,7.7807026,3.3815005,1
12899,116.24055555555556,3.5539532,10.448479,1
12907,116.22111111111111,6.0961967,2.1759865,1
12941,116.12611111111111,8.800599,4.24682,1
13026,115.88333333333334,6.1643443,2.183778,0
13041,115.82722222222222,6.5235243,1.7415445,0
13082,115.6775,10.196999,6.3765435,1
13147,115.5111111111111,9.624935,3.103571,0
13277,115.22305555555556,8.632329,3.4312959,1
13286,115.20027777777776,7.722922,1.6836504,1
13441,114.83055555555556,6.5348268,6.0568995,0
13466,114.79027777777776,6.8186502,2.5793536,1
13609,114.47805555555556,7.7020006,4.223845,0
13610,114.47694444444444,9.092508,3.834311,1
13638,114.39444444444445,6.5874963,1.7282457,1
13654,114.32,11.285972,4.3299932,1
13728,114.12277777777778,5.342434,2.6337273,0
13768,114.03333333333332,9.610098,1.8473387,1
13892,113.72916666666669,8.17388,3.1084404,0
13905,113.69916666666668,10.157748,4.226556,1
13927,113.63444444444444,4.3883257,3.392404,1
13934,113.62611111111111,7.649689,3.2711933,1
13952,113.57972222222222,8.851255,2.5428162,1
13954,113.5725,7.4098606,3.3085327,1
14002,113.45944444444444,8.513422,4.9081645,1
14081,113.22555555555556,8.558305,4.2660747,0
14108,113.1625,8.251002,4.072996,1
14330,112.64666666666666,8.7520485,3.4358282,1
14337,112.62916666666666,7.733505,3.3843136,1
14513,112.325,7.9468985,3.2262504,1
14645,112.09277777777778,7.940517,2.0467048,0
14781,111.90861111111111,8.365678,2.1923497,0
14783,111.90333333333334,8.560873,2.7855318,0
14798,111.87472222222222,8.825689,4.189037,0
14809,111.85,10.789344,3.6012824,0
14830,111.81916666666666,7.9181423,0.5937849,0
14851,111.78472222222224,8.925847,3.162288,0
14882,111.74277777777776,8.746833,3.3272045,1
14920,111.6775,8.257753,1.094029,1
14923,111.67166666666668,8.600522,3.0473228,1
14950,111.62222222222222,6.3083763,5.8674345,1
14983,111.55583333333334,5.7872124,1.4162264,1
14985,111.54611111111112,9.267951,3.3624117,0
15082,111.42388888888888,8.050088,3.5388947,1
15133,111.32861111111112,8.308258,1.3306745,1
15173,111.27222222222224,8.021641,3.6083212,0
15219,111.19361111111112,9.796145,4.4512596,0
15290,111.08194444444445,10.334381,2.7752292,1
15310,111.04916666666666,8.268955,1.0207852,0
15327,111.02333333333333,5.1987934,6.4315786,1
15443,110.79888888888888,10.105885,3.6601503,1
15539,110.62805555555556,8.224755,0.97916746,0
15556,110.5925,8.364921,3.09918,1
15558,110.5911111111111,9.358776,2.9119656,0
15571,110.56694444444445,3.5613468,2.2856162,0
15625,110.45388888888888,8.100291,3.170022,1
15691,110.3536111111111,10.838301,3.4786959,0
15728,110.28888888888888,7.80258,1.6636304,0
15776,110.23055555555555,8.079129,6.333582,1
15806,110.18916666666668,6.8444242,1.9361861,1
15816,110.1661111111111,7.8617396,2.641447,0
15849,110.12,8.866912,2.5386283,1
15920,110.00777777777778,8.858055,2.3642378,1
15965,109.92972222222222,8.195148,1.9721615,1
15994,109.88388888888888,7.7867727,4.91956,1
16037,109.79666666666668,9.223673,2.893191,1
16098,109.69194444444445,7.38693,3.9586532,0
16125,109.62972222222224,7.1076026,0.15668967,1
16139,109.6,9.538394,2.2930362,1
16152,109.57472222222222,8.892367,6.41457,1
16155,109.5675,7.077578,0.2603105,0
16170,109.54222222222222,7.547273,5.210932,1
16253,109.4011111111111,8.228648,3.042193,1
16290,109.32694444444444,6.7656565,0.90790755,0
16321,109.27166666666666,3.2952664,2.1271465,0
16323,109.27027777777778,8.157118,1.2177025,1
16358,109.20944444444444,8.086688,2.7906072,1
16391,109.14972222222222,7.586939,3.254906,1
16441,109.03111111111112,6.694973,2.9163713,1
16634,108.57694444444444,6.177553,2.1421096,1
16818,107.72777777777776,6.009187,2.1381526,1
16943,107.19416666666666,5.397848,0.4249227,0
17054,106.88027777777778,8.430988,3.2758548,1
17105,106.64055555555557,9.271379,4.306236,1
17115,106.60388888888887,6.339637,2.9661782,1
17127,106.56138888888889,7.4598756,3.7356896,1
17145,106.49027777777778,7.9658976,4.423813,1
17170,106.39861111111112,5.5097814,3.978333,1
17234,106.07583333333334,9.410701,4.985174,0
17286,105.76527777777778,6.476586,4.5678096,0
17404,105.09222222222222,9.823348,4.0129285,1
17446,104.84444444444443,6.7804294,3.2302392,1
17461,104.74944444444444,6.365435,2.8932898,0
17526,104.39416666666666,8.991805,5.099679,1
17702,103.54861111111111,5.506038,6.461634,1
18005,102.31388888888888,8.038258,3.3733015,0
18274,101.60305555555556,3.9591427,3.7072465,1
18382,101.425,7.199718,3.410961,0
18408,101.38972222222222,8.782548,6.9792275,1
18511,101.24111111111112,8.487367,3.6916602,1
18537,101.18972222222222,8.043659,3.576917,1
18540,101.18694444444444,7.318404,3.4467273,1
18658,100.9875,7.802029,2.3145034,0
18744,100.85583333333334,8.109595,2.8392503,0
18767,100.82527777777776,9.861554,5.112528,0
18877,100.65555555555557,7.510368,3.3805196,0
18914,100.62027777777776,4.2066345,3.582928,1
18942,100.58777777777776,8.733291,7.34906,1
18955,100.56611111111113,7.2034802,3.2977629,1
18973,100.54638888888888,7.485104,3.545724,1
19035,100.4738888888889,7.9674892,3.2659607,0
19054,100.44472222222224,7.323704,2.0246754,1
19060,100.43583333333332,9.717235,4.409344,1
19064,100.43111111111112,8.407259,6.863909,0
19118,100.35055555555556,5.9796023,0.8078755,0
19130,100.32666666666668,7.227605,2.11292,1
19150,100.29527777777778,8.682216,2.3065197,0
19208,100.22361111111113,6.9693937,3.3619907,1
19271,100.12972222222224,5.940788,1.1069922,0
19285,100.10333333333334,7.1132,3.394157,1
19292,100.09611111111111,6.4493284,2.0633624,0
19367,99.98916666666666,6.9907436,3.1430879,1
19424,99.9088888888889,6.725622,-0.45079958,1
