,TimeDiff,tweet_1st,tweet_2nd,Label
32280,85.77777777777777,9.051665,5.984157,0
32357,85.60944444444445,7.8693604,2.367386,1
32435,85.45277777777778,7.4178896,2.445162,1
32768,84.83583333333333,7.5192327,2.5400388,1
32818,84.72916666666667,7.401971,2.477213,1
32961,84.37555555555555,8.188534,2.2371159,1
33194,83.91444444444444,10.446946,5.482739,1
33226,83.8536111111111,7.3820395,2.6057737,1
33251,83.81805555555556,8.115423,2.160709,1
33252,83.81555555555556,10.5034685,6.9634056,1
33333,83.60166666666667,8.020901,2.097146,1
33381,83.46888888888888,10.198881,6.584377,1
33411,83.35388888888889,7.4224997,2.5879123,1
33459,83.18222222222222,4.529516,5.1101565,1
33548,82.93055555555556,7.396059,2.3360534,1
33853,81.4161111111111,8.0398035,2.2113287,1
33929,81.05,8.074023,1.9135379,1
33951,80.93583333333333,6.4673405,3.2123964,1
34000,80.5,10.646862,4.8663154,1
34030,80.21305555555556,10.236458,6.6560607,1
34047,80.11305555555556,7.438668,2.5386038,1
34124,79.60333333333334,7.5139036,2.5756714,1
34857,75.85638888888889,7.3477836,2.4849484,1
34861,75.81055555555555,7.455431,2.7525659,1
34862,75.8075,9.520267,4.156266,1
34963,75.39972222222222,7.482512,2.3909097,1
35146,74.81666666666666,9.296712,1.8569514,1
35194,74.62,7.5609493,2.4346347,1
35206,74.58916666666667,6.7024984,4.069236,1
35210,74.58333333333333,7.3725038,2.5986962,0
35215,74.56305555555555,7.903709,2.1795,1
35282,74.2875,9.461632,1.7539276,1
35369,74.03583333333333,7.5248322,2.4539084,1
35549,73.45583333333333,7.3889565,2.3230011,1
35692,72.99111111111111,7.111333,2.7043946,1
35728,72.91555555555556,7.0156865,2.4252903,1
35841,72.5138888888889,7.5350904,2.6503015,1
36008,71.99055555555556,7.092568,2.672218,0
36233,71.1388888888889,7.534523,2.59582,1
36377,70.62222222222223,7.4094014,2.30145,1
36427,70.46138888888889,6.5596914,1.7661465,0
36428,70.45250000000001,7.9625163,2.2344313,1
36450,70.38722222222223,7.64382,2.6192958,1
36706,69.57416666666667,7.426177,2.4479787,1
36723,69.52527777777779,7.0650887,2.5051606,1
36906,69.05777777777779,7.8893714,7.6152325,1
36974,68.90722222222223,9.377334,1.8411994,1
